﻿URL
"https://github.com/bhuiyanmobasshir94/Higher-Study"
"https://github.com/sifatMoonjerin/study-guide/tree/master/gre#words"
"https://www.gregmat.com/"
"https://www.ets.org/s/gre/pdf/gre_math_review.pdf"
"https://gre.magoosh.com/lessons"
"https://www.ets.org/gre/revised_general/prepare/verbal_reasoning/"
"https://greprepclub.com/forum/gre-daily-reading-improve-your-reading-speed-vocabulary-23310.html"
"https://www.youtube.com/watch?v=xv4wIgIScbg"
